source,chain,broker,sum_price,listing_count,commission_base,commission_avg
Hjem.no,PrivatMegleren Dyve & Partnere,Marius Jøtun Bråthen,167670000.0,12,2095875.0,174656.25
Hjem.no,PrivatMegleren Dyve & Partnere,Carl P. Sveistrup,167670000.0,12,2095875.0,174656.25
Hjem.no,PrivatMegleren Panorama,Christian Stenerud,167650000.0,12,2095625.0,174635.41666666666
Hjem.no,Nordvik Arendal,Kristoffer Eastwood,166560000.0,28,2082000.0,74357.14285714286
Hjem.no,PrivatMegleren Premium,Eirik Lande,166540000.0,11,2081750.0,189250.0
Hjem.no,PrivatMegleren Aksept,Ellen Pike,166470000.0,13,2080875.0,160067.3076923077
Hjem.no,PrivatMegleren Bærum,Erik Løvås,166130000.0,12,2076625.0,173052.08333333334
Hjem.no,Nordvik Frogner,Tobias Due,165920000.0,14,2074000.0,148142.85714285713
Hjem.no,Nordvik Moss,Kent Yuen,165800000.0,32,2072500.0,64765.625
Hjem.no,Nordvik Majorstuen,Fredrik Buer Moe,165570000.0,17,2069625.0,121742.64705882352
Hjem.no,Nordvik Tønsberg,Christoffer Kvalshaugen,164930000.0,24,2061625.0,85901.04166666667
Hjem.no,EIE Asker,Fredrik von Krogh,164570000.0,14,2057125.0,146937.5
DNB,DNB Eiendom,Stig Engebretsen,164008265.0,40,2050103.3125,51252.5828125
Hjem.no,Krogsveen Sandvika,Marius Stormfelt,163630000.0,21,2045375.0,97398.80952380953
Hjem.no,Proaktiv Lillestrøm,Petter Andre Aure,163150000.0,17,2039375.0,119963.23529411765
Hjem.no,Eiendomsmegler Norge Kristiansand,Johan Rogge Elieson,162210000.0,18,2027625.0,112645.83333333333
Hjem.no,PrivatMegleren Solli & Partnere,Carl Fredrik Solli,161490000.0,15,2018625.0,134575.0
Hjem.no,Nordvik Fredrikstad og Hvaler,Tonje Aasvangen,161060000.0,20,2013250.0,100662.5
Hjem.no,PrivatMegleren Larvik,Henning Tallakstad,160690000.0,28,2008625.0,71736.60714285714
Hjem.no,Nordvik Frogner,Aleksander J. Brataas,159290000.0,12,1991125.0,165927.08333333334
DNB,DNB Eiendom,Mette Hagen,157825527.0,9,1972819.0875000001,219202.12083333335
DNB,DNB Eiendom,Lene Marie K Bjerkeli,156294230.0,25,1953677.875,78147.115
